Id,SalePrice
1461,121944.0
1462,164399.0
1463,186714.0
1464,198588.0
1465,185289.0
1466,173413.0
1467,172710.0
1468,166531.0
1469,174495.0
1470,126196.0
1471,189075.0
1472,93971.0
1473,100120.0
1474,154642.0
1475,124258.0
1476,367989.0
1477,259118.0
1478,280555.0
1479,270173.0
1480,485580.0
1481,347725.0
1482,209200.0
1483,161638.0
1484,167162.0
1485,176554.0
1486,190897.0
1487,357532.0
1488,238079.0
1489,214804.0
1490,231176.0
1491,184369.0
1492,98334.0
1493,183632.0
1494,294484.0
1495,279105.0
1496,245480.0
1497,179654.0
1498,161266.0
1499,153645.0
1500,158337.0
1501,176461.0
1502,147189.0
1503,294101.0
1504,242057.0
1505,231526.0
1506,191738.0
1507,239220.0
1508,197936.0
1509,165463.0
1510,143719.0
1511,147607.0
1512,163016.0
1513,146965.0
1514,153116.0
1515,176111.0
1516,154445.0
1517,165369.0
1518,125209.0
1519,223748.0
1520,134225.0
1521,135954.0
1522,165009.0
1523,112553.0
1524,125286.0
1525,127794.0
1526,110102.0
1527,106930.0
1528,128135.0
1529,148508.0
1530,166630.0
1531,108763.0
1532,96220.0
1533,149315.0
1534,119906.0
1535,152836.0
1536,109467.0
1537,65548.0
1538,162201.0
1539,199581.0
1540,89627.0
1541,145202.0
1542,136707.0
1543,213286.0
1544,81722.0
1545,104181.0
1546,125673.0
1547,136122.0
1548,134533.0
1549,111779.0
1550,131832.0
1551,110868.0
1552,138383.0
1553,144424.0
1554,112078.0
1555,174512.0
1556,97614.0
1557,118392.0
1558,97468.0
1559,68554.0
1560,125862.0
1561,146110.0
1562,130610.0
1563,125274.0
1564,153781.0
1565,149872.0
1566,240054.0
1567,74419.0
1568,236930.0
1569,146020.0
1570,140765.0
1571,113041.0
1572,142179.0
1573,246613.0
1574,108382.0
1575,226888.0
1576,230397.0
1577,216407.0
1578,155825.0
1579,142702.0
1580,187720.0
1581,158213.0
1582,133209.0
1583,318052.0
1584,216980.0
1585,140916.0
1586,60799.0
1587,98793.0
1588,151657.0
1589,94784.0
1590,131003.0
1591,96048.0
1592,111287.0
1593,128018.0
1594,137274.0
1595,122707.0
1596,231923.0
1597,194616.0
1598,193675.0
1599,159905.0
1600,160908.0
1601,67695.0
1602,112138.0
1603,75939.0
1604,265517.0
1605,214238.0
1606,163389.0
1607,151840.0
1608,215780.0
1609,209812.0
1610,161250.0
1611,131829.0
1612,151847.0
1613,156279.0
1614,130571.0
1615,83341.0
1616,69333.0
1617,93888.0
1618,126899.0
1619,140942.0
1620,164685.0
1621,132793.0
1622,140442.0
1623,264887.0
1624,200567.0
1625,119898.0
1626,154167.0
1627,188607.0
1628,290425.0
1629,182296.0
1630,368711.0
1631,217281.0
1632,255632.0
1633,171687.0
1634,189918.0
1635,177760.0
1636,145160.0
1637,204048.0
1638,180468.0
1639,178112.0
1640,265236.0
1641,180335.0
1642,227275.0
1643,223131.0
1644,228969.0
1645,186369.0
1646,163222.0
1647,160703.0
1648,124142.0
1649,142697.0
1650,117051.0
1651,119661.0
1652,94857.0
1653,101217.0
1654,147610.0
1655,150631.0
1656,146491.0
1657,150775.0
1658,142227.0
1659,128847.0
1660,149874.0
1661,462928.0
1662,416203.0
1663,416296.0
1664,431566.0
1665,310076.0
1666,325530.0
1667,343084.0
1668,327041.0
1669,287492.0
1670,358295.0
1671,268931.0
1672,469137.0
1673,295422.0
1674,252682.0
1675,196404.0
1676,197002.0
1677,222317.0
1678,477701.0
1679,400607.0
1680,351106.0
1681,243127.0
1682,308658.0
1683,175276.0
1684,171391.0
1685,173188.0
1686,170848.0
1687,167047.0
1688,188389.0
1689,190667.0
1690,187933.0
1691,177581.0
1692,276801.0
1693,163116.0
1694,185665.0
1695,168339.0
1696,273370.0
1697,176778.0
1698,354727.0
1699,334287.0
1700,257253.0
1701,269053.0
1702,260884.0
1703,255739.0
1704,287741.0
1705,225982.0
1706,430144.0
1707,215853.0
1708,212389.0
1709,265079.0
1710,225851.0
1711,258620.0
1712,265850.0
1713,274364.0
1714,229802.0
1715,202694.0
1716,198499.0
1717,178464.0
1718,127454.0
1719,195667.0
1720,239794.0
1721,174129.0
1722,120701.0
1723,157506.0
1724,217069.0
1725,246154.0
1726,181585.0
1727,148194.0
1728,165840.0
1729,168394.0
1730,163155.0
1731,121016.0
1732,133790.0
1733,116507.0
1734,118129.0
1735,131383.0
1736,118728.0
1737,356213.0
1738,228891.0
1739,282812.0
1740,230620.0
1741,193405.0
1742,175337.0
1743,171926.0
1744,335543.0
1745,224867.0
1746,196431.0
1747,225625.0
1748,247679.0
1749,150131.0
1750,128715.0
1751,254430.0
1752,122089.0
1753,136874.0
1754,188111.0
1755,165352.0
1756,129592.0
1757,117950.0
1758,140619.0
1759,159722.0
1760,165102.0
1761,137031.0
1762,166352.0
1763,164640.0
1764,114284.0
1765,144597.0
1766,173592.0
1767,211352.0
1768,145017.0
1769,179428.0
1770,146695.0
1771,117601.0
1772,141766.0
1773,138996.0
1774,127526.0
1775,143107.0
1776,128431.0
1777,114410.0
1778,137629.0
1779,112173.0
1780,167822.0
1781,129837.0
1782,79599.0
1783,147683.0
1784,113778.0
1785,119757.0
1786,109267.0
1787,156719.0
1788,51184.0
1789,101077.0
1790,68310.0
1791,170936.0
1792,159531.0
1793,127452.0
1794,145206.0
1795,137217.0
1796,125173.0
1797,120491.0
1798,126781.0
1799,116459.0
1800,132826.0
1801,120691.0
1802,118677.0
1803,142106.0
1804,145223.0
1805,135034.0
1806,123948.0
1807,130941.0
1808,119474.0
1809,109315.0
1810,150375.0
1811,100013.0
1812,94418.0
1813,129377.0
1814,97914.0
1815,49334.0
1816,95120.0
1817,114292.0
1818,155223.0
1819,113810.0
1820,49017.0
1821,116007.0
1822,136999.0
1823,37053.0
1824,139062.0
1825,126553.0
1826,111243.0
1827,103270.0
1828,135872.0
1829,103093.0
1830,138014.0
1831,143990.0
1832,89922.0
1833,131014.0
1834,127447.0
1835,136589.0
1836,130126.0
1837,89979.0
1838,121963.0
1839,89191.0
1840,164320.0
1841,154576.0
1842,84110.0
1843,129660.0
1844,140504.0
1845,135206.0
1846,147470.0
1847,170260.0
1848,61895.0
1849,106098.0
1850,114431.0
1851,152307.0
1852,121471.0
1853,126889.0
1854,161731.0
1855,140751.0
1856,211285.0
1857,156855.0
1858,137371.0
1859,121054.0
1860,153976.0
1861,121037.0
1862,327611.0
1863,309614.0
1864,309614.0
1865,311410.0
1866,341828.0
1867,243397.0
1868,291949.0
1869,196153.0
1870,221715.0
1871,243097.0
1872,170195.0
1873,240247.0
1874,138862.0
1875,197034.0
1876,202043.0
1877,213817.0
1878,192760.0
1879,131271.0
1880,135488.0
1881,243169.0
1882,249409.0
1883,190371.0
1884,211559.0
1885,237847.0
1886,300892.0
1887,203507.0
1888,269753.0
1889,159251.0
1890,124380.0
1891,139144.0
1892,102539.0
1893,130872.0
1894,121755.0
1895,134706.0
1896,127747.0
1897,122831.0
1898,108967.0
1899,154018.0
1900,155410.0
1901,176945.0
1902,140003.0
1903,219993.0
1904,134251.0
1905,193844.0
1906,154995.0
1907,193657.0
1908,112266.0
1909,136748.0
1910,111833.0
1911,216571.0
1912,302862.0
1913,148490.0
1914,46709.0
1915,344183.0
1916,62407.0
1917,238108.0
1918,138263.0
1919,168221.0
1920,138231.0
1921,453546.0
1922,328978.0
1923,236232.0
1924,224988.0
1925,205484.0
1926,415982.0
1927,137987.0
1928,152575.0
1929,129890.0
1930,125977.0
1931,139615.0
1932,134890.0
1933,177144.0
1934,182780.0
1935,175307.0
1936,187401.0
1937,183889.0
1938,174458.0
1939,232409.0
1940,186807.0
1941,183823.0
1942,189318.0
1943,201886.0
1944,347293.0
1945,390220.0
1946,148071.0
1947,318149.0
1948,165431.0
1949,236412.0
1950,180520.0
1951,244401.0
1952,217245.0
1953,168445.0
1954,179141.0
1955,144027.0
1956,296965.0
1957,155849.0
1958,321280.0
1959,135024.0
1960,117938.0
1961,122630.0
1962,98549.0
1963,103967.0
1964,113935.0
1965,141233.0
1966,142171.0
1967,282559.0
1968,462929.0
1969,408486.0
1970,477483.0
1971,435715.0
1972,395952.0
1973,266201.0
1974,324329.0
1975,515614.0
1976,258775.0
1977,351841.0
1978,376528.0
1979,328267.0
1980,202627.0
1981,355617.0
1982,226175.0
1983,213134.0
1984,167317.0
1985,216070.0
1986,217441.0
1987,177993.0
1988,173633.0
1989,190006.0
1990,216143.0
1991,271088.0
1992,208003.0
1993,167943.0
1994,237583.0
1995,185829.0
1996,244093.0
1997,294691.0
1998,349506.0
1999,272015.0
2000,313119.0
2001,264540.0
2002,250954.0
2003,264408.0
2004,279396.0
2005,213218.0
2006,233309.0
2007,242737.0
2008,214661.0
2009,188889.0
2010,185999.0
2011,139880.0
2012,178755.0
2013,177212.0
2014,184340.0
2015,197202.0
2016,193322.0
2017,192714.0
2018,126042.0
